 first_name,last_name,pitcher_id,avg_speed,pitch_type_name,pitcher_break_z,pitcher_break_x
 Eric,Hanhold,621098,94.9,4-Seamer,14,6.7
 Travis,Lakins Sr.,664042,80.7,Curveball,54.1,12.2
 David,Hale,571735,82.7,Curveball,39.5,5.1
 Braxton,Garrett,666129,89.1,Sinker,22.4,13.2
 Tyler,Wells,669330,88.4,Changeup,20.7,13.5
 Aaron,Slegers,642083,91.8,4-Seamer,18.1,6.3
 Deolis,Guerra,500610,90.8,Sinker,19.5,16.3
 Packy,Naughton,676050,90.6,Sinker,22.1,15.1
 Andre,Jackson,656578,92.3,4-Seamer,15,9.1
 Ralph,Garza Jr.,621248,92.2,4-Seamer,16.7,7.1
 Darren,O'Day,503285,78.6,Slider,43.1,7.9
 Sam,Moll,594580,93.7,Sinker,26.2,15
 Burch,Smith,572143,82.1,Changeup,26.7,12.4
 Kyle,Funkhouser,608335,88.9,Changeup,28.1,14
 Zack,Burdi,641420,95.8,4-Seamer,15.1,7.3
 Wade,Miley,489119,74.7,Curveball,57.7,10.5
 Jefry,Rodriguez,622446,80.7,Curveball,46.3,3.8
 Nick,Ramirez,598286,89.8,Sinker,25.9,17.1
 Ben,Rowen,594985,79.7,Sinker,53.2,9.1
 Adam,Morgan,605388,92.2,Sinker,24.2,16.5
 Dane,Dunning,641540,78.2,Curveball,59.8,7.8
 Carson,Fulmer,608334,82.1,Curveball,46.7,6.6
 Kohl,Stewart,640464,90.8,Sinker,25.3,13
 Yency,Almonte,622075,87.3,Changeup,32.4,13.8
 Brady,Singer,663903,88.1,Changeup,22.7,14.7
 Brandon,Waddell,663399,85.8,Slider,34.4,5
 Sean,Reid-Foley,656887,84,Slider,40.5,5.8
 Hunter,Harvey,640451,97,4-Seamer,11.1,6.1
 Stephen,Strasburg,544931,91.7,Sinker,21.8,15.5
 Reid,Detmers,672282,85.6,Slider,39.3,2.5
 Kohei,Arihara,685503,87.1,Cutter,26.9,0.5
 Michael,King,650633,95.2,4-Seamer,14.1,9.7
 Zac,Lowther,675912,75.3,Curveball,63.6,13.5
 Domingo,Acevedo,642758,92.9,4-Seamer,16.7,12.2
 Michael,Lorenzen,547179,87.2,Changeup,28.1,15.1
 Cole,Irvin,608344,76.9,Curveball,52,3.9
 Rowan,Wick,592858,76.5,Curveball,65.2,7.4
 Manuel,Rodriguez,655889,97,4-Seamer,15.2,3.6
 Humberto,Mejia,650668,91.9,Sinker,18.8,14.3
 Ryne,Harper,607560,76.6,Slider,44.6,10.6
 Brandon,Bielak,656232,80.3,Curveball,59,6.6
 Paul,Campbell,669294,79,Curveball,54.1,11.8
 Corey,Oswalt,621261,92.2,4-Seamer,16.1,7.5
 Tony,Gonsolin,664062,80.2,Curveball,56.2,5.8
 Grant,Dayton,594795,77.2,Curveball,57.6,3.7
 Mitch,Keller,656605,89.9,Changeup,25.3,13.8
 Scott,Effross,664123,90.7,Sinker,36.4,17.9
 Chris,Martin,455119,94.6,Sinker,19.4,14.6
 Joakim,Soria,465657,87.6,Changeup,28.8,11
 Nick,Vincent,543883,89,4-Seamer,18,3.5
 Andrew,Wantz,681806,83.3,Slider,41.5,5.9
 Richard,Bleier,542947,78.9,Slider,45.6,7.4
 Darren,O'Day,503285,85.5,4-Seamer,28.1,12.7
 Aaron,Northcraft,573062,87.9,Sinker,44.7,10.9
 Wade,LeBlanc,453281,73.3,Curveball,56.9,12.6
 Kyle,Ryan,594986,88.1,Sinker,29.5,10.4
 Manuel,Rodriguez,655889,87.5,Slider,40.7,1.2
 Jesse,Biddle,592145,93,4-Seamer,16.3,5.5
 Anthony,Swarzak,461872,93,4-Seamer,15.2,6.2
 Nick,Sandlin,680704,94.4,4-Seamer,18.7,12.7
 Tanner,Houck,656557,85.8,Splitter,34.2,13.1
 Ramon,Rosso,665759,94.7,4-Seamer,17.4,4.5
 Cesar,Valdez,491624,84.9,Sinker,40.2,17.3
 Jovani,Moran,663558,92.5,4-Seamer,16,2.7
 Jake,McGee,459429,82.4,Slider,38,2.5
 Lucas,Giolito,608337,80.6,Curveball,52.4,6.4
 Anthony,Banda,607455,81,Curveball,49.3,8.7
 Phil,Maton,664208,88,Cutter,32.8,6.3
 Adam,Conley,543045,84,Changeup,29.8,17
 Anthony,Gose,543238,99.3,4-Seamer,9.1,7.9
 Madison,Bumgarner,518516,89.9,Sinker,21.9,13.9
 Jordan,Lyles,543475,86.3,Cutter,35.1,5.6
 Dustin,May,669160,86.6,Curveball,41.3,15.2
 Jack,Flaherty,656427,90.9,Sinker,24,11.6
 Konner,Wade,592831,82.5,Changeup,28.6,18.2
 Chi Chi,Gonzalez,592346,81.2,Curveball,43.1,4.6
 Sean,Nolin,543594,80.5,Changeup,33.6,15.5
 Max,Kranick,668820,79.6,Curveball,47.6,7.5
 Spencer,Howard,675921,79.3,Changeup,33.5,12.1
 Gregory,Soto,642397,98.3,4-Seamer,13.9,8.8
 Reymin,Guduan,594056,82.9,Slider,43,0.7
 Robert,Gsellman,607229,89.5,Slider,27.6,1.6
 Chris,Martin,455119,87.4,Changeup,32.3,10
 Kyle,Cody,621129,95.1,4-Seamer,14.5,7.1
 Konner,Wade,592831,90,Sinker,26.2,16.8
 Derek,Holland,502706,92.8,4-Seamer,16.7,11.9
 Paul,Blackburn,621112,79.1,Curveball,58.8,7
 Blake,Treinen,595014,97.7,4-Seamer,15.5,11.4
 Justin,Miller,502522,82.9,Slider,39.8,9.3
 Conner,Menez,669214,91,4-Seamer,16,5.6
 A.J.,Alexy,669935,80.9,Slider,43.4,7.7
 Tyler,Clippard,461325,88.7,Sinker,19.1,11.8
 Alex,Claudio,592222,85.5,4-Seamer,31.8,15.5
 Nate,Jones,518858,95.5,4-Seamer,12.8,6.4
 Angel,Perdomo,622780,82.9,Slider,35.4,10.6
 Jordan,Holloway,656548,95.9,Sinker,15.3,10.5
 Jimmie,Sherfy,642073,94.1,4-Seamer,15.1,5.4
 Kohei,Arihara,685503,81.7,Changeup,37.5,14.5
 Jake,Jewell,657228,94.6,4-Seamer,16.8,6.3
 Jordan,Sheffield,642068,87.9,Slider,34.7,5.6
 Derek,Holland,502706,85,Changeup,23.5,12.3
 Joel,Payamps,606303,86.9,Changeup,30.1,15.9
 Jordan,Weems,607179,94.7,4-Seamer,12.1,7.5
 Cody,Reed,642003,92.9,Sinker,26.8,18.8
 Beau,Burrows,663366,84.8,Slider,33.8,2.6
 Enoli,Paredes,660600,84.2,Slider,38.1,12.3
 Daniel,Ponce de Leon,594965,86.1,Changeup,27.7,15.9
 Luis,Madero,650347,89.6,4-Seamer,23.7,9.2
 Demarcus,Evans,663770,79.7,Slider,44.2,3.4
 Blake,Parker,453284,88.9,Cutter,24.6,3.7
 Sandy,Alcantara,645261,83.7,Curveball,42.9,3.8
 Sam,Clay,621348,87,Changeup,32.3,14.8
 Bryan,Shaw,543766,82.4,Curveball,54.8,6.7
 Sean,Doolittle,448281,79.7,Curveball,41.9,7.8
 Andre,Jackson,656578,84.1,Changeup,30.9,12.9
 Shawn,Armstrong,542888,85.5,Slider,39.8,11.6
 Lewis,Thorpe,626929,84.1,Slider,32.2,2.7
 Reiss,Knehr,663753,88.5,Cutter,29.2,2.4
 Domingo,Tapia,593619,97.7,4-Seamer,13.4,11.3
 Seth,Frankoff,571676,87.7,Slider,28.7,3.3
 Logan,Allen,663531,76.8,Curveball,59.9,9.5
 Mauricio,Llovera,661440,94.5,4-Seamer,17.3,7.2
 Fernando,Abad,472551,76.4,Curveball,56.2,7.2
 Jose,De Leon,592254,84.3,Changeup,34.7,16.3
 Humberto,Castellanos,528748,84.1,Changeup,33.6,13.5
 Ian,Kennedy,453178,87.1,Changeup,24.6,14.2
 Josh,Fleming,676596,78.6,Curveball,46.5,8.2
 Matt,Foster,641582,85.2,Slider,33,3.6
 Jaime,Barria,642545,85.8,Changeup,26.2,13.8
 Cody,Poteet,547001,79.2,Curveball,52.7,12.7
 Kyle,Cody,621129,83.6,Slider,45.6,4.7
 A.J.,Alexy,669935,85.8,Changeup,25.3,7.9
 Chase,Anderson,502624,76.9,Curveball,61.2,5.8
 Brooks,Kriske,621139,84.9,Splitter,35.5,8.2
 Oliver,Ortega,661383,96.6,4-Seamer,13.8,3.9
 Enyel,De Los Santos,660853,87.4,Changeup,26.7,16.1
 Junior,Fernandez,658551,88.6,Slider,27.8,3.2
 Jackson,Kowar,663804,83.3,Slider,42.1,4.6
 Jordan,Sheffield,642068,90.2,Changeup,23.7,14.7
 Lance,Lynn,458681,82.1,Curveball,45,6.5
 Justin,Bruihl,677865,78.9,Slider,46.5,13.1
 Jovani,Moran,663558,82,Changeup,32,13.2
 Wes,Benjamin,605138,78.4,Curveball,56.2,7.3
 Ryan,Feltner,663372,92.4,4-Seamer,19.3,5.3
 Jon,Duplantier,641541,91.1,4-Seamer,15.8,7.8
 Konner,Wade,592831,87.6,Cutter,24.3,2.4
 Tommy,Milone,543548,84.2,4-Seamer,19.3,7.8
 Adrian,Sampson,592716,83.4,Slider,39.9,7.7
 Nick,Pivetta,601713,87.9,Changeup,24.4,13.3
 Kendall,Graveman,608665,96.3,4-Seamer,13.4,7.8
 Sam,Moll,594580,83.9,Slider,38.3,11.1
 Jharel,Cotton,605194,81.8,Slider,40.6,9.3
 Edward,Cabrera,665795,83.4,Curveball,45.9,6.2
 Jandel,Gustave,594311,85.1,Slider,40.2,8.3
 Zac,Lowther,675912,81.1,Slider,45.2,12.7
 Brad,Brach,542960,83.6,Slider,37.9,6.4
 Jimmy,Herget,623474,73.8,Curveball,46.6,16.1
 Aaron,Bummer,607481,88.1,Cutter,33.8,1.5
 Ryan,Thompson,657044,92.7,4-Seamer,24.6,15.5
 Anthony,Kay,641743,86.2,Changeup,27.5,11.1
 Dillon,Peters,596071,90.7,Sinker,19.8,11.7
 Nick,Vincent,543883,86.3,Cutter,28,4.8
 Alberto,Baldonado,593604,79.3,Slider,45.1,6.1
 Jimmy,Herget,623474,90.4,Sinker,30.8,18.4
 Dean,Kremer,665152,82.9,Changeup,34.7,15
 Jimmy,Herget,623474,91.5,4-Seamer,24.3,16.6
 Spencer,Howard,675921,74.5,Curveball,66.5,5.6
 Vince,Velasquez,592826,92,Sinker,18.7,12.1
 Alex,Cobb,502171,93.1,4-Seamer,14.9,10.5
 Shane,Bieber,669456,87.4,Changeup,27.5,15.1
 Humberto,Mejia,650668,82,Slider,39.9,5
 Kyle,Nelson,669459,88.9,Cutter,26.8,4.7
 Tyler,Webb,643778,79.6,Changeup,25.6,5.3
 Phillips,Valdez,570488,83,Slider,39.9,5.1
 Paolo,Espino,502179,83.7,Changeup,34.1,12
 Dillon,Peters,596071,74.9,Curveball,62.2,9
 Braxton,Garrett,666129,84.5,Changeup,29.1,16
 Mike,Wright Jr.,605541,90.1,Sinker,26,15.6
 Kyle,Nelson,669459,82.5,Slider,38.1,11.1
 Garrett,Crochet,676979,91.8,Changeup,19,13.4
 Rafael,Dolis,503569,86.8,Splitter,28.7,10.4
 Matt,Wisler,605538,91.5,4-Seamer,15.1,9.2
 Marcus,Stroman,573186,92.4,4-Seamer,19.1,3.8
 J.B.,Wendelken,605525,85.9,Changeup,31.1,14.9
 Aaron,Loup,571901,79.9,Changeup,45.8,17.4
 Shohei,Ohtani,660271,74.7,Curveball,63.3,11.9
 Drew,Anderson,623454,83.9,Slider,37.1,3.5
 Ben,Bowden,641386,81.1,Slider,37.8,1.8
 Dillon,Maples,596027,84.1,Curveball,54.2,13.3
 Brandon,Workman,519443,87,Cutter,29.7,1.6
 Jake,Petricka,502593,93.4,Sinker,22.6,17.9
 Brandon,Kintzler,445213,85.4,Slider,33.8,1
 Geoff,Hartlieb,664129,94.5,Sinker,23.3,10.7
 Adam,Plutko,592644,77,Curveball,56.8,11.4
 Chris,Devenski,606965,80.1,Changeup,38.2,15.1
 Nick,Neidert,663734,83.2,Changeup,31.8,15.7
 Sean,Nolin,543594,73.6,Curveball,62.9,9.8
 Robert,Gsellman,607229,84.8,Changeup,30,15.5
 Rich,Hill,448179,84.8,Sinker,30,16.9
 Francisco,Perez,660906,92.8,4-Seamer,13.2,7.5
 Anthony,Kay,641743,77.8,Curveball,55.2,8.5
 Anthony,Bass,542914,95.4,4-Seamer,13.3,5.9
 Anthony,Kay,641743,88,Cutter,31.1,1.9
 Dustin,May,669160,98.3,4-Seamer,12.7,10.2
 Sonny,Gray,543243,88.1,Changeup,26,12.2
 Spencer,Patton,607359,85.6,Splitter,30,13.9
 Carl,Edwards Jr.,605218,94.2,4-Seamer,15,1.1
 Jimmy,Herget,623474,83.5,Slider,32.7,2.1
 Keegan,Akin,669211,76.5,Curveball,50.8,6
 Taylor,Williams,592865,93.7,4-Seamer,20.3,8
 Josh,Rogers,642028,82.3,Changeup,33,12.8
 Scott,Effross,664123,80.5,Slider,40.4,12.1
 Matthew,Boyd,571510,91,Sinker,22.2,16.5
 Jordan,Holloway,656548,79.2,Curveball,57.4,5.9
 Luis,Patino,672715,87.6,Changeup,22.6,14.3
 Kent,Emanuel,592288,77.7,Slider,45.6,14.6
 Connor,Overton,656818,85.1,Changeup,28.7,16.3
 Nick,Anderson,623433,93,4-Seamer,13.5,5
 John,King,667463,87.3,Cutter,27.9,1.4
 Javy,Guerra,457915,91.7,4-Seamer,13.9,1.8
 Ross,Detwiler,446321,77.3,Curveball,53.3,5.8
 Jose,Quijada,650671,86.4,Changeup,31.2,16.2
 Dustin,May,669160,93,Cutter,25.7,0.8
 Luke,Weaver,596133,87.4,Cutter,25.7,3.5
 A.J.,Puk,640462,86.9,Slider,35.2,4.2
 Steven,Brault,643230,90.5,Sinker,27.5,15.9
 Humberto,Mejia,650668,85,Changeup,29.4,13.8
 Jake,Woodford,663765,85,Changeup,28.2,12.4
 Jhonathan,Diaz,646242,78.9,Slider,44.6,15.7
 Dusten,Knight,643400,90.7,4-Seamer,15,2.4
 Jon,Heasley,669169,80,Curveball,55,5.6
 Rich,Hill,448179,83.8,Cutter,28.9,1.8
 Carson,Fulmer,608334,86.9,Changeup,29.9,14.1
 Ian,Krol,571871,93.7,4-Seamer,14.6,8.8
 Wyatt,Mills,670090,82.5,Slider,37.8,6.1
 Michael,Lorenzen,547179,85.3,Slider,40.3,11.1
 Luis,Patino,672715,77.8,Curveball,50.4,9
 Derek,Law,571882,93.7,4-Seamer,14.5,4.4
 Seth,Elledge,676220,82.9,Slider,46.6,4.6
 Cesar,Valdez,491624,85.3,4-Seamer,27.7,14.7
 Darren,McCaughan,670766,88,Sinker,27.3,11.7
 Michael,Wacha,608379,94.2,Sinker,16,13.1
 Alex,Vesia,681911,85.9,Changeup,26.3,14.2
 Daniel,Bard,453268,89.8,Changeup,32.4,15.9
 Joe,Ryan,657746,80.7,Slider,40.2,4
 Jace,Fry,605240,90.2,Sinker,27.9,15.3
 Thomas,Hatch,641672,93.9,4-Seamer,13.8,8.5
 Daniel,Ponce de Leon,594965,89.2,Cutter,23.1,0.5
 Mike,Baumann,657508,89.5,Slider,29,3.6
 Shawn,Morimando,596049,91.1,4-Seamer,17.6,8.7
 Jake,Jewell,657228,93.8,Sinker,22.4,14.4
 Jose,Quijada,650671,79.6,Slider,45,11.9
 Dylan,Coleman,669395,98.2,4-Seamer,12.6,6.7
 Scott,Kazmir,431148,80.5,Changeup,34.2,13.4
 Huascar,Ynoa,660623,96.5,Sinker,13.7,12.9
 Ljay,Newsome,664714,86.1,Changeup,35.4,13.7
 Keynan,Middleton,641871,87.7,Changeup,29.5,13
 Kenta,Maeda,628317,75.2,Curveball,60.9,11
 Rich,Hill,448179,80.4,Changeup,31.2,13.1
 Wander,Suero,593833,78.8,Curveball,55.5,9.6
 J.C.,Mejia,650496,80.3,Curveball,54.1,13
 Eric,Yardley,642233,72.9,Curveball,40.2,14.9
 Jose,Cisnero,542585,90.8,Changeup,25.8,16.7
 Cory,Abbott,676265,87.7,Slider,31.9,6.7
 Deivi,Garcia,665620,92.2,4-Seamer,13.3,9.7
 Chad,Kuhl,641771,88.4,Changeup,29.7,14.3
 Brooks,Raley,548384,90.9,4-Seamer,18.1,7
 Thomas,Eshelman,664045,81.3,Changeup,33.4,13.9
 Matt,Strahm,621381,93.1,4-Seamer,18.3,12.8
 Josh,Hader,623352,87.6,Changeup,31.8,14.1
 Miguel,Aguilar,620396,91.4,4-Seamer,17.1,4.8
 Oliver,Ortega,661383,82.7,Curveball,46.8,4.1
 Adam,Morgan,605388,93,4-Seamer,18.4,11.2
 Trent,Thornton,663423,84.8,Slider,37.7,7.9
 Miguel,Yajure,664337,90.6,4-Seamer,15.7,4.9
 Andres,Machado,600921,87.9,Changeup,26.9,9.9
 Dusten,Knight,643400,79.6,Changeup,33.7,11.1
 Yacksel,Rios,605441,86.3,Splitter,32.8,4.9
 Hans,Crouse,668968,92.9,Sinker,17.9,15.3
 Kodi,Whitley,676831,84.4,Slider,31.2,0.7
 Corey,Kluber,446372,89.9,4-Seamer,18.6,5.3
 Ty,Tice,676709,94.2,4-Seamer,16.2,7.2
 Shelby,Miller,571946,88.7,Cutter,27.7,1.9
 Kohei,Arihara,685503,82.8,Splitter,35.4,8.7
 John,Gant,607231,80.1,Slider,46.7,2.3
 Darien,Nunez,628345,80.8,Changeup,28.7,9.9
 Kendall,Graveman,608665,89.6,Changeup,27.7,13.5
 Yimi,Garcia,554340,88.6,Changeup,32.9,17.7
 Tyler,Clippard,461325,81.1,Splitter,39.7,1
 Isaac,Mattson,676755,92.8,4-Seamer,11.8,8.5
 Chris,Ellis,595939,81.2,Curveball,49.8,4
 Jhonathan,Diaz,646242,90.1,Sinker,18.5,9.5
 Dakota,Hudson,641712,92.1,Sinker,23.6,12.2
 Jon,Duplantier,641541,90.9,Sinker,21.4,15.7
 Shawn,Morimando,596049,87.2,Cutter,26.2,0.8
 JoJo,Romero,668941,94.7,4-Seamer,16.4,8.8
 T.J.,Zeuch,643615,83,Slider,38.3,3.3
 Tarik,Skubal,669373,85.1,Splitter,28.2,9.9
 Nick,Neidert,663734,74.4,Curveball,62,10
 Nestor,Cortes,641482,90.3,Sinker,19,11.8
 A.J.,Puk,640462,95.9,Sinker,25.6,17.1
 Dallas,Keuchel,572971,89,4-Seamer,19.8,5.2
 Yimi,Garcia,554340,94.8,Sinker,25.3,17.1
 Miguel,Yajure,664337,87.8,Changeup,31.9,12.8
 Luis,Garcia,472610,88.7,Splitter,31.4,6.4
 Jon,Heasley,669169,85.1,Changeup,27.2,12.7
 Jesse,Hahn,534910,94.5,Sinker,20.4,17.6
 Spencer,Turnbull,605513,79.8,Curveball,56.2,11.9
 Spencer,Turnbull,605513,87.1,Changeup,34.5,18.7
 Steven,Okert,595345,92.1,Sinker,23.2,16.9
 Cody,Ponce,664074,86.2,Changeup,25.8,13.2
 Justin,Miller,502522,93.1,Sinker,19,12.8
 Sam,Coonrod,656322,90.4,Changeup,31.6,14.2
 Joe,Barlow,669618,79.1,Curveball,52.7,1.3
 Eli,Morgan,669212,76.3,Curveball,55.6,7.8
 Cory,Abbott,676265,84.1,Curveball,48.8,5.6
 Caleb,Baragar,670056,83,Slider,39.6,7.3
 Bryan,Shaw,543766,83.1,Changeup,33.4,9.1
 Jorge,Alcala,660896,97.2,Sinker,18.1,16.4
 Darien,Nunez,628345,94.1,4-Seamer,13.8,6.7
 Daniel,Camarena,547176,92.7,Sinker,17.8,12.3
 Kyle,Tyler,667725,83.8,Slider,38.8,2.4
 Mason,Thompson,666168,83.8,Slider,41.2,4.7
 Wes,Benjamin,605138,84.1,Changeup,24.4,8.9
 Ryan,Burr,621114,77.9,Slider,55.7,7.5
 Ian,Krol,571871,93.9,Sinker,17.6,14.6
 Stephen,Strasburg,544931,86.4,Changeup,33.3,15.1
 German,Marquez,608566,86.1,Changeup,29.1,10.8
 Drew,Anderson,623454,77.2,Curveball,60.6,5.9
 David,Phelps,475479,93.6,4-Seamer,13.9,9.8
 Conner,Greene,641632,95.7,Sinker,15.7,15.6
 Bryse,Wilson,669060,86,Slider,32,4.1
 Giovanny,Gallegos,606149,87.1,Changeup,21.3,11.4
 Janson,Junk,676083,80.5,Slider,41.9,15.6
 Justin,Topa,623437,95.7,Sinker,28,17.6
 David,Phelps,475479,90.4,Cutter,18.3,0.8
 Hunter,Strickland,519326,93.7,Sinker,22.5,13.5
 Aroldis,Chapman,547973,100.7,Sinker,11.1,13
 Randy,Dobnak,677976,84.5,Changeup,33.5,16.9
 Joey,Krehbiel,607216,87.5,Cutter,30.9,7
 Spenser,Watkins,657093,85.5,Changeup,26.2,10.7
 Kyle,McGowin,641851,91.2,4-Seamer,15.5,7.6
 Brandyn,Sittinger,670087,93.5,4-Seamer,14,6.9
 Richard,Lovelady,663992,93.1,Sinker,24,13.6
 Chase,Anderson,502624,91.2,Sinker,16.1,12.7
 Jesse,Biddle,592145,78,Curveball,60,11.4
 Brandon,Kintzler,445213,86.8,Changeup,25.6,17.2
 Blake,Parker,453284,75.8,Curveball,56.3,5.4
 Dan,Winkler,595465,82.4,Curveball,43.4,9.1
 Trent,Thornton,663423,84.3,Changeup,29.2,12.1
 Anthony,Kay,641743,82.6,Slider,44.5,6.5
 Ryan,Meisinger,664682,91.7,4-Seamer,14.6,5.3
 Max,Fried,608331,84.7,Changeup,32.5,11.8
 Zack,Burdi,641420,88.5,Slider,30.8,4.3
 Jerad,Eickhoff,595191,75,Curveball,57.9,6.9
 Aaron,Loup,571901,75.6,Curveball,47.3,19.3
 Jesse,Chavez,445926,82.6,Slider,37.3,6.5
 Josh,Lindblom,458676,86.1,Cutter,26.7,3
 Nick,Ramirez,598286,87.7,Cutter,25,3.2
 Jake,Reed,596082,87.6,Sinker,39.3,15.6
 Kyle,Ryan,594986,88.6,4-Seamer,23.4,3.9
 Cody,Reed,642003,87.5,Slider,33.2,5.4
 Javy,Guerra,642770,98.3,Sinker,19.1,17.7
 Janson,Junk,676083,79.3,Curveball,57.9,9.1
 Evan,Marshall,605359,93.2,Sinker,23.7,17
 Luis,Avilan,501593,83.5,Changeup,35.2,14.5
 Andrew,Albers,452027,78.1,Slider,46,2.6
 Marcos,Diplan,650959,86,Changeup,27.1,6.6
 Ryan,Helsley,664854,79,Curveball,55.4,3.4
 Conner,Greene,641632,78.4,Curveball,51.1,6.7
 Jordan,Hicks,663855,87.1,Cutter,33.8,6.4
 Jimmy,Lambert,669424,82,Slider,42.4,6.4
 Ty,Tice,676709,87.4,Slider,29,4.8
 Jacob,Webb,657097,81.2,Curveball,54.4,6
 Dennis,Santana,642701,96,4-Seamer,15,11.6
 Thomas,Szapucki,663378,90.7,4-Seamer,20.5,7.3
 Tyler,Webb,643778,74.6,Curveball,56.4,5
 Andrew,Albers,452027,80,Changeup,35.1,12.7
 Zack,Britton,502154,80.2,Slider,46.2,10.5
 Patrick,Weigel,622256,80.6,Slider,44.4,17.8
 Daniel,Camarena,547176,84.9,Slider,35.2,3.5
 Wyatt,Mills,670090,93.1,4-Seamer,22.7,15.8
 Jake,Newberry,623470,84.7,Slider,36.6,5.1
 Edwin,Uceta,670955,80,Curveball,47.7,3.1
 Jimmy,Lambert,669424,84.9,Changeup,30.8,15.5
 Jesse,Chavez,445926,84.6,Changeup,35.4,15.9
 Aaron,Slegers,642083,87,Changeup,31.1,12.4
 Joey,Krehbiel,607216,95.7,4-Seamer,14.5,10.8
 Miguel,Sanchez,667376,81.9,Slider,43.1,4.1
 Edgar,Garcia,658305,93.7,4-Seamer,15.1,4.6
 Miles,Mikolas,571945,87.4,Changeup,27,12.4
 Austin,Warren,681810,93.5,Sinker,22.2,16.8
 Kervin,Castro,665645,80.1,Curveball,55.7,2
 Daniel,Zamora,623354,77.2,Slider,51.4,18.9
 Ramon,Rosso,665759,85.4,Slider,35.7,7.5
 Connor,Overton,656818,83,Slider,37.5,1.3
 Brent,Suter,608718,88.7,Sinker,21.8,9.1
 Dusten,Knight,643400,77.7,Curveball,59.6,1.2
 Ljay,Newsome,664714,77.6,Curveball,46.2,7.4
 Reiver,Sanmartin,665665,89.5,4-Seamer,22,13.6
 Jose,De Leon,592254,79,Slider,44,15.3
 Ryan,Meisinger,664682,83.8,Slider,36.7,3.1
 Jandel,Gustave,594311,96.7,4-Seamer,15.6,9
 Ryan,Brasier,518489,86,Slider,36,7.7
 Corbin,Martin,656686,87.2,Changeup,31.9,14.2
 Dan,Winkler,595465,92.7,Sinker,20.6,14.6
 Shawn,Morimando,596049,74.8,Curveball,61.6,6.7
 Packy,Naughton,676050,82.9,Slider,35.4,3.7
 Aaron,Fletcher,667465,91.6,Sinker,24.8,17.8
 Javy,Guerra,457915,87.9,Slider,26.8,4.1
 Drew,Anderson,623454,86.6,Changeup,26.8,16.4
 Joan,Adon,672851,95,4-Seamer,14.5,10.8
 Wade,Davis,451584,91.4,Sinker,20.6,11
 Tommy,Nance,667297,87.2,Slider,41.4,2.7
 Spencer,Howard,675921,79.4,Slider,45.7,9.7
 Max,Kranick,668820,87.4,Changeup,21.8,10.7
 Zack,Littell,641793,86.4,Splitter,32,7.5
 Jhon,Romero,664584,94.5,4-Seamer,15.1,6.5
 Mike,Fiers,571666,86.9,Sinker,21.4,15.3
 Taylor,Williams,592865,93.8,Sinker,29.1,16.1
 Kyle,Wright,657140,93,Sinker,20.7,11.7
 Mauricio,Llovera,661440,81.9,Slider,41.1,16.7
 Adam,Conley,543045,86.5,Slider,36.8,2.6
 Reiver,Sanmartin,665665,80.2,Slider,40.5,4.8
